Timestamp,Are you a user of the Touch ‘n Go e-wallet?,Gender,Age,Employment Status,Education Level,1. Frequency of Using Touch ’n Go eWallet Services,"2. For what purpose do you primarily use Touch ’n Go eWallet? 
11/13/2025 15:11:47,Yes,Male,21 - 25 years old,Private Sector,Secondary School,Weekly,Mobile top-up,"Over RM2,000",6 months to 1 year,2 - Dissatisfied,Never,3 - Neutral,5 - Extremely Important,2 - Unlikely,Cash,5,3,4,5,1,4,2,5,2,4,1,4,3,3,3,5,1,2,5,3,5,1,5,3,4,2,5,1,5,3,5,5,1,3,2,5,1,5,3,4
11/13/2025 15:25:54,Yes,Male,21 - 25 years old,Student,Master,Weekly,Bill payments,"Over RM2,000",More than 2 years,3 - Neutral,Sometimes,4 - Agree,4 - Very Important,3 - Neutral,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",3,4,4,3,3,3,4,3,4,3,3,3,3,3,4,3,3,4,3,3,4,4,4,3,3,4,3,4,3,3,3,5,4,4,4,5,4,5,4,5
11/13/2025 17:07:32,Yes,Female,21 - 25 years old,Student,Bachelor's Degree,Weekly,"Grocery shopping, Dining out",Less than RM500,6 months to 1 year,4 - Satisfied,Rarely,2 - Disagree,2 - Slightly Important,2 - Unlikely,"Credit Card/Debit Card, Online Banking",4,3,2,4,2,4,2,3,4,1,3,4,5,3,5,4,3,5,5,4,4,4,2,2,2,2,4,2,4,2,4,2,4,2,4,4,4,4,3,3
11/13/2025 18:51:14,Yes,Female,18 – 20 years old,Student,Bachelor's Degree,Daily,"Grocery shopping, Dining out","RM1,000 to RM2,000",More than 2 years,4 - Satisfied,Never,5 - Strongly Agree,5 - Extremely Important,4 - Likely,"Cash, Credit Card/Debit Card",5,5,4,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
11/13/2025 20:29:16,Yes,Female,21 - 25 years old,Student,Master,Monthly,"Grocery shopping, Paying tolls","RM500 to RM1,000",6 months to 1 year,3 - Neutral,Sometimes,3 - Neutral,3 - Moderately Important,3 - Neutral,"Cash, Other E-wallets (e.g., GrabPay, ShopeePay)",4,3,4,2,4,2,4,5,3,5,3,4,4,3,5,3,5,3,5,5,3,5,2,4,3,4,3,4,3,3,4,5,5,4,5,4,4,5,2,5
11/13/2025 20:54:45,Yes,Male,21 - 25 years old,Self-employed,Master,Weekly,"Grocery shopping, Dining out, Bill payments, Mobile top-up","RM500 to RM1,000",Less than 6 months,4 - Satisfied,Often,4 - Agree,4 - Very Important,4 - Likely,Cash,4,5,4,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,3,4,3,4,3,4,3,4,4,4,4,4,5,5,5,5,4,5,4,4,4
11/13/2025 21:57:02,Yes,Female,21 - 25 years old,Student,Bachelor's Degree,Daily,"Grocery shopping, Dining out","RM500 to RM1,000",More than 2 years,4 - Satisfied,Sometimes,4 - Agree,4 - Very Important,4 - Likely,"Cash, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,5,5,4
11/13/2025 22:16:40,Yes,Female,21 - 25 years old,Self-employed,Master,Weekly,"Paying tolls, Dining out","RM500 to RM1,000",6 months to 1 year,4 - Satisfied,Often,2 - Disagree,4 - Very Important,3 - Neutral,"Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,2,5,4,3,5,2,5,3,4,3,5,5,3,5,2,5,3,4,2,5,3,5,4,5,2,5,2,5,5,5,5,3,5,2,4,2,4,2,4
11/13/2025 23:11:20,Yes,Male,21 - 25 years old,Student,Master,Weekly,"Dining out, Bill payments","RM1,000 to RM2,000",Less than 6 months,3 - Neutral,Rarely,3 - Neutral,4 - Very Important,3 - Neutral,"Cash, Credit Card/Debit Card",4,3,4,3,4,3,4,4,5,4,4,5,4,3,4,4,3,4,5,4,5,4,4,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,4,3
11/13/2025 23:49:49,Yes,Male,18 – 20 years old,Student,Diploma,Weekly,Dining out,"RM500 to RM1,000",6 months to 1 year,4 - Satisfied,Often,3 - Neutral,2 - Slightly Important,4 - Likely,"Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",4,5,4,5,4,5,4,5,4,3,4,5,4,5,4,3,3,4,5,5,4,3,3,3,4,4,4,4,5,3,4,4,4,3,5,4,3,2,1,3
11/14/2025 14:05:37,Yes,Female,21 - 25 years old,Student,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments","RM1,000 to RM2,000",More than 2 years,4 - Satisfied,Rarely,4 - Agree,5 - Extremely Important,4 - Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,5,5,4,4,4,5,4,4,4,5,5,5,5
11/14/2025 14:09:47,Yes,Female,31 – 35 years old,Private Sector,Master,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,5 - Very Satisfied,Rarely,5 - Strongly Agree,4 - Very Important,5 - Very Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,5,4,4,4,4,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5
11/14/2025 14:11:40,Yes,Male,36 – 40 years old,Private Sector,Bachelor's Degree,Weekly,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","RM1,000 to RM2,000",More than 2 years,5 - Very Satisfied,Never,5 - Strongly Agree,5 - Extremely Important,5 - Very Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11/14/2025 14:13:10,Yes,Male,26 - 30 years old,Self-employed,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,5 - Very Satisfied,Rarely,5 - Strongly Agree,5 - Extremely Important,5 - Very Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,4,5,5,4,4,5,5,4,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5
11/14/2025 14:15:28,Yes,Female,31 – 35 years old,Private Sector,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,5 - Very Satisfied,Rarely,5 - Strongly Agree,5 - Extremely Important,4 - Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",4,5,5,4,4,4,5,5,5,5,5,5,5,5,4,3,4,4,5,3,2,2,4,4,3,5,4,4,4,5,5,5,5,5,4,5,3,5,4,5
11/14/2025 14:19:16,Yes,Male,36 – 40 years old,Private Sector,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","RM1,000 to RM2,000",More than 2 years,4 - Satisfied,Sometimes,5 - Strongly Agree,4 - Very Important,3 - Neutral,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",4,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,4,4,5,3,4,4,5,4,5,4,5,4,5,5,5,5,4,4,5,5
11/14/2025 14:22:02,Yes,Male,36 – 40 years old,Private Sector,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,5 - Very Satisfied,Rarely,3 - Neutral,4 - Very Important,5 - Very Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,5,4,4,5,5,5,4,5,5,4,5,5,5,5,4,5,3,5,5,4,2,3,3,4,4,5,4,4,5,5,5,5,5,4,5,5,5,4,5
11/14/2025 14:23:57,Yes,Male,21 - 25 years old,Private Sector,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,3 - Neutral,Sometimes,4 - Agree,4 - Very Important,4 - Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,5,5,5,5,5,5,5,5,3,4,5,3,5,5,5,4,3,4,5,3,4,3,4,4,3,4,5,4,4,3,5,5,4,3,4,4,5,4,5
11/14/2025 14:25:32,Yes,Male,26 - 30 years old,Private Sector,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,4 - Satisfied,Sometimes,5 - Strongly Agree,5 - Extremely Important,5 - Very Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,4,5,5,5,4,5,5,5,4,4,5,5,5,4,3,4,3,5,5,3,4,5,5,4,5,4,5,4,4,5,5,4,4,5,4,5,4,4,5
11/14/2025 14:27:16,Yes,Female,31 – 35 years old,Self-employed,Master,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","RM1,000 to RM2,000",1 to 2 years,4 - Satisfied,Sometimes,3 - Neutral,3 - Moderately Important,3 - Neutral,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,4,4,4,4,4,5,5,4,4,4,5,5,4,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5
11/14/2025 19:10:50,Yes,Male,46 – 50 years old,Private Sector,Master,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,5 - Very Satisfied,Sometimes,4 - Agree,5 - Extremely Important,3 - Neutral,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,4,5,5,4,4,4,4,5,5,4,5,5,3,4,4,5,5,5,5,4,5,5,3,3,4,4,3,5,5,4,4,5,3,3,4,3,4,3,5
11/17/2025 2:22:36,Yes,Female,21 - 25 years old,Private Sector,Bachelor's Degree,Daily,"Grocery shopping, Bill payments, Mobile top-up","RM1,000 to RM2,000",More than 2 years,4 - Satisfied,Rarely,5 - Strongly Agree,3 - Moderately Important,2 - Unlikely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
11/17/2025 11:31:44,Yes,Female,21 - 25 years old,Student,Bachelor's Degree,Daily,"Grocery shopping, Dining out, Transfer to friends ","RM1,000 to RM2,000",More than 2 years,3 - Neutral,Never,5 - Strongly Agree,2 - Slightly Important,3 - Neutral,"Cash, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11/17/2025 15:26:53,Yes,Male,31 – 35 years old,Government Sector,Master,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,4 - Satisfied,Never,5 - Strongly Agree,3 - Moderately Important,3 - Neutral,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11/17/2025 15:43:42,Yes,Female,21 - 25 years old,Student,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out","RM500 to RM1,000",More than 2 years,5 - Very Satisfied,Often,4 - Agree,5 - Extremely Important,3 - Neutral,"Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,4,5,5,4,4,5,4,4,5,5,5,5,4,5,4,5,5,4,5,5,4,4,5,5,4,5,4,5,5,4,5,5,5,4,4,5,5,4,4
11/17/2025 15:45:07,Yes,Female,18 – 20 years old,Student,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments","RM500 to RM1,000",More than 2 years,5 - Very Satisfied,Rarely,4 - Agree,4 - Very Important,3 - Neutral,"Cash, Credit Card/Debit Card, Online Banking",4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,3,3,4,4,4,3,4,3,4,3
11/17/2025 15:47:54,Yes,Female,18 – 20 years old,Student,Bachelor's Degree,Daily,"Grocery shopping, Dining out, Bill payments, Mobile top-up",Less than RM500,More than 2 years,5 - Very Satisfied,Rarely,5 - Strongly Agree,4 - Very Important,4 - Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",4,4,4,4,4,4,4,5,5,5,4,3,4,4,4,4,5,4,5,4,4,4,5,4,4,5,4,5,5,4,5,5,4,5,5,4,5,4,5,5
11/17/2025 15:52:34,Yes,Female,21 - 25 years old,Student,Bachelor's Degree,Daily,Dining out,"RM1,000 to RM2,000",More than 2 years,3 - Neutral,Rarely,4 - Agree,4 - Very Important,4 - Likely,"Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,5,4,4,4,4,4,5,5,4,5,4,5,5,5,5,5,4,4,5
11/18/2025 21:07:05,Yes,Male,21 - 25 years old,Student,Diploma,Daily,"Dining out, Mobile top-up","RM500 to RM1,000",More than 2 years,3 - Neutral,Never,5 - Strongly Agree,1- Not Important,2 - Unlikely,Cash,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11/18/2025 21:33:32,Yes,Male,31 – 35 years old,Private Sector,Bachelor's Degree,Daily,"Paying tolls, Dining out, Bill payments","Over RM2,000",More than 2 years,4 - Satisfied,Rarely,5 - Strongly Agree,1- Not Important,3 - Neutral,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11/19/2025 11:21:00,Yes,Female,21 - 25 years old,Student,Bachelor's Degree,Weekly,"Grocery shopping, Paying tolls, Dining out, Bill payments",Less than RM500,1 to 2 years,4 - Satisfied,Rarely,5 - Strongly Agree,5 - Extremely Important,5 - Very Likely,"Cash, Credit Card/Debit Card",5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
11/19/2025 14:27:04,Yes,Female,21 - 25 years old,Private Sector,Diploma,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments","RM500 to RM1,000",More than 2 years,3 - Neutral,Never,5 - Strongly Agree,5 - Extremely Important,4 - Likely,"Credit Card/Debit Card, Online Banking",4,5,5,5,4,5,3,4,3,4,3,4,3,5,5,5,4,4,5,5,5,4,4,4,5,4,5,4,5,4,4,5,5,4,3,4,4,5,5,4
11/19/2025 14:28:35,Yes,Male,21 - 25 years old,Student,Diploma,Daily,"Paying tolls, Dining out","RM500 to RM1,000",More than 2 years,4 - Satisfied,Often,5 - Strongly Agree,4 - Very Important,5 - Very Likely,"Cash, Credit Card/Debit Card",4,4,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,4,4,5,5,5,4,4,5,5,4,5,4,5,4,5,5
11/19/2025 14:30:16,Yes,Female,18 – 20 years old,Student,Bachelor's Degree,Daily,"Grocery shopping, Dining out",Less than RM500,1 to 2 years,5 - Very Satisfied,Rarely,4 - Agree,5 - Extremely Important,4 - Likely,"Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,5,4,4,5,5,5,4,5,5,4,5,5,5,4,5,4,4,4,5,5,5,4,4,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,4
11/19/2025 14:33:39,Yes,Male,21 - 25 years old,Student,Bachelor's Degree,Daily,"Grocery shopping, Bill payments","RM500 to RM1,000",1 to 2 years,3 - Neutral,Sometimes,4 - Agree,4 - Very Important,2 - Unlikely,"Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay)",5,5,4,4,4,5,5,5,4,4,5,4,5,5,4,4,5,5,4,5,5,4,5,5,5,4,4,4,5,4,5,4,5,5,5,4,5,5,4,4
11/19/2025 14:34:57,Yes,Male,21 - 25 years old,Student,Bachelor's Degree,Daily,Grocery shopping,Less than RM500,1 to 2 years,4 - Satisfied,Rarely,4 - Agree,4 - Very Important,3 - Neutral,Cash,5,4,4,5,4,4,5,4,5,4,4,4,5,5,4,4,3,4,4,3,3,4,3,3,4,3,4,4,4,4,3,4,4,4,5,4,4,5,4,4
11/19/2025 14:36:37,Yes,Male,21 - 25 years old,Unemployed,Diploma,Daily,"Grocery shopping, Bill payments",Less than RM500,1 to 2 years,4 - Satisfied,Rarely,4 - Agree,4 - Very Important,1 - Very Unlikely,"Cash, Credit Card/Debit Card",5,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,4,4,5,5,4,4,5,4
11/19/2025 14:38:07,Yes,Female,26 - 30 years old,Private Sector,Diploma,Rarely,"Grocery shopping, Bill payments",Less than RM500,More than 2 years,4 - Satisfied,Rarely,4 - Agree,4 - Very Important,1 - Very Unlikely,"Credit Card/Debit Card, Online Banking",4,4,4,5,5,4,5,3,4,5,5,5,3,3,4,4,5,3,4,3,3,3,4,4,4,3,4,4,4,4,3,4,3,4,5,4,4,4,5,3
11/19/2025 14:39:34,Yes,Male,18 – 20 years old,Student,Secondary School,Daily,Grocery shopping,Less than RM500,More than 2 years,5 - Very Satisfied,Sometimes,5 - Strongly Agree,5 - Extremely Important,4 - Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay), Online Banking",5,5,4,4,5,4,4,5,4,4,4,5,5,4,4,5,4,4,5,5,4,4,4,5,4,5,4,4,4,5,4,4,4,5,4,4,5,4,4,5
11/20/2025 14:30:56,Yes,Female,21 - 25 years old,Student,Master,Rarely,Paying tolls,Less than RM500,6 months to 1 year,1 - Very Dissatisfied,Rarely,3 - Neutral,2 - Slightly Important,3 - Neutral,Cash,3,4,4,3,4,3,4,4,4,3,4,3,4,4,4,3,5,4,4,4,4,5,5,4,4,4,4,4,3,5,4,4,5,4,4,3,4,4,4,4
11/20/2025 14:33:43,Yes,Female,21 - 25 years old,Student,Master,Daily,Bill payments,"RM1,000 to RM2,000",1 to 2 years,3 - Neutral,Often,4 - Agree,4 - Very Important,4 - Likely,"Other E-wallets (e.g., GrabPay, ShopeePay)",3,3,2,4,2,4,3,3,1,4,5,3,3,3,3,2,4,2,4,4,2,2,2,3,2,3,2,4,1,4,4,1,4,4,4,2,1,2,3,3
11/20/2025 15:16:17,Yes,Male,26 - 30 years old,Private Sector,Diploma,Daily,"Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,3 - Neutral,Never,5 - Strongly Agree,1- Not Important,4 - Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
11/20/2025 15:19:36,Yes,Female,46 – 50 years old,Private Sector,Bachelor's Degree,Daily,"Grocery shopping, Paying tolls, Dining out, Bill payments, Mobile top-up","Over RM2,000",More than 2 years,3 - Neutral,Sometimes,5 - Strongly Agree,1- Not Important,4 - Likely,"Cash, Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
11/20/2025 15:24:21,Yes,Male,21 - 25 years old,Student,Bachelor's Degree,Daily,"Paying tolls, Dining out","Over RM2,000",More than 2 years,3 - Neutral,Never,5 - Strongly Agree,2 - Slightly Important,2 - Unlikely,"Cash, Other E-wallets (e.g., GrabPay, ShopeePay)",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
11/20/2025 16:22:43,Yes,Female,21 - 25 years old,Student,Master,Rarely,Dining out,Less than RM500,Less than 6 months,4 - Satisfied,Rarely,3 - Neutral,3 - Moderately Important,3 - Neutral,Cash,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3
11/20/2025 16:25:11,Yes,Female,21 - 25 years old,Student,Master,Daily,"Dining out, Bill payments, Mobile top-up","RM500 to RM1,000",More than 2 years,5 - Very Satisfied,Often,4 - Agree,4 - Very Important,4 - Likely,Cash,4,5,5,5,4,4,4,4,4,5,5,4,4,3,3,4,4,3,3,4,4,3,3,3,3,3,4,4,4,4,3,3,4,3,3,4,3,4,3,3
11/20/2025 16:27:22,Yes,Male,21 - 25 years old,Student,Master,Daily,"Dining out, Bill payments, Mobile top-up","RM1,000 to RM2,000",More than 2 years,2 - Dissatisfied,Sometimes,4 - Agree,4 - Very Important,4 - Likely,Cash,4,4,4,3,3,4,4,4,3,4,3,4,3,3,3,4,4,4,4,3,4,3,4,3,4,3,4,3,5,4,5,4,4,5,4,4,3,3,4,3
11/20/2025 16:32:06,Yes,Male,18 – 20 years old,Private Sector,Primary School,Rarely,Paying tolls,Less than RM500,6 months to 1 year,2 - Dissatisfied,Never,3 - Neutral,2 - Slightly Important,4 - Likely,Credit Card/Debit Card,5,4,5,2,4,5,5,3,4,4,1,5,3,5,3,4,4,2,5,4,2,5,5,2,5,3,3,1,4,2,1,5,2,5,4,4,1,5,3,3
11/20/2025 16:32:28,Yes,Female,21 - 25 years old,Student,Master,Monthly,Grocery shopping,"RM500 to RM1,000",Less than 6 months,3 - Neutral,Sometimes,3 - Neutral,3 - Moderately Important,3 - Neutral,"Other E-wallets (e.g., GrabPay, ShopeePay)",2,2,3,2,2,2,3,2,2,3,2,3,2,2,2,3,5,5,4,2,3,2,2,3,5,5,4,4,2,2,3,2,3,4,2,2,2,4,5,5
11/20/2025 16:33:11,Yes,Female,21 - 25 years old,Student,Master,Monthly,Grocery shopping,Less than RM500,Less than 6 months,3 - Neutral,Sometimes,3 - Neutral,3 - Moderately Important,3 - Neutral,"Other E-wallets (e.g., GrabPay, ShopeePay)",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11/20/2025 16:35:57,Yes,Female,21 - 25 years old,Student,Master,Rarely,Grocery shopping,Less than RM500,Less than 6 months,3 - Neutral,Sometimes,4 - Agree,4 - Very Important,4 - Likely,"Cash, Other E-wallets (e.g., GrabPay, ShopeePay)",4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,2,2,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4
11/20/2025 19:31:03,Yes,Female,18 – 20 years old,Student,Master,Monthly,"Paying tolls, Bill payments","RM1,000 to RM2,000",Less than 6 months,2 - Dissatisfied,Sometimes,4 - Agree,3 - Moderately Important,2 - Unlikely,"Credit Card/Debit Card, Other E-wallets (e.g., GrabPay, ShopeePay)",3,2,4,2,1,3,1,2,2,3,1,3,2,5,4,3,5,4,3,3,5,3,2,3,4,3,3,5,1,3,4,1,2,4,3,4,2,4,2,4