Timestamp,Section A : Respondent Role,Gender,Age Range,Education Level,Working Experience ,Employment Type,Work Environment [The McDonald’s work environment supports me in handling mental health challenges.],Work Environment [McDonald’s provides a high level of safety and security for me while working.],Work Environment [The quality of work and overall efficiency are negatively affected in a toxic work environment.],Work Environment [My workplace is an excellent example of work-life balance.],Pay and Benefits [I feel very happy regarding the pay wages while comparing to workload at McDonald’s.],Pay and Benefits [I receive incentives and words of appreciation when I perform my best during my shift.],Pay and Benefits [I feel the company is concerned about my personal welfare and interests.],"Pay and Benefits [I am satisfied with McDonald’s benefits package, including vacation, sick leave, transportation allowance, etc.]",Management Systems [I feel recognized by my managers for my work contributions.],Management Systems [I am able to make important decisions independently in my role.],Management Systems [My managers treat all employees fairly and without bias.],Management Systems [I feel supported by my supervising managers when performing my tasks.],"Corporate Culture [I believe that everyone on the staff is treated equally at McDonald’s irrespective of their cast, creed, region, and religion.]",Corporate Culture [I am encouraged to share my ideas and contribute to improving work processes.],Corporate Culture [I have never experienced gender inequality at McDonald’s.],"Overall, how satisfied are you working in McDonald's Sungai Dua, Penang?",Gender,Age Range,Employment status,Education Level,  How often do you eat McDonald’s?  ,McDonald‘s have clean and comfortable physical environment ,McDonalds restaurants have an appealing interior design.,McDonald‘s restaurants are clean and well taken care of.,McDonald‘s employees are well dressed and appear neat,"When McDonald‘s  promise to do something by a certain time, they do it.","When customer has a problem,  McDonald‘s show sincere interest in solving the problem.",McDonald‘s perform the service right the first time.,McDonald‘s provide their services at the time they promise to do so,McDonald‘s make information easily obtainable by customers.,McDonald‘s meals are served quickly.,McDonald‘s employees are always willing to help customers.,McDonalds employees are never too busy to respond to customers requests.,The behaviour of McDonald’s employees instill confidence in customers.  ,Customers feel safe and comfortable when interacting with McDonald’s staff.  ,McDonald’s employees are polite and friendly to customers.  ,"McDonald’s employees have the knowledge to answer customers’ questions about the menu, promotions, and services.  ",McDonald‘s give customers individual attention.,Operating hours of McDonald‘s are convenient to customers.,McDonald‘s have their customers' interest at heart.,Employees of McDonald's understand the specific needs of their customers. ,McDonald‘s restaurants are a comfortable place to eat in.,Working at McDonald’s is a wonderful and interesting experience.  ,I feel free to undertake tasks and decisions independently at work., [Row 1], [Row 1], [Row 1],Work Environment [I personally admit that the quality of work and overall efficiency is affected in toxic work environ],Work Environment [I can say that the work environment of McDonald’s is very helpful for all workers while dealing with some awkward moments specific to mental healthwith some awkward moments specific to mental health],Pay and Benefits [The McDonald’s work environment supports employees in handling mental health challenges.],Pay and Benefits [McDonald’s provides a high level of safety and security for staff while working.],Pay and Benefits [The quality of work and overall efficiency are negatively affected in a toxic work environment.],Pay and Benefits [mployees generally feel that the company is],Pay and Benefits [Concern over their personal welfare and interest],Management Systems [I feel very happy regarding the pay wages while comparing to workload at McDonald’s.],Management Systems [I receive incentives and words of appreciation when I perform my best during my shift.],Management Systems [I feel the company is concerned about my personal welfare and interests.],"Management Systems [I believe that everyone on the staff is treated equally at McDonald’s irrespective of their cast, creed, region, and religion.]",Corporate Culture [I feel very happy regarding the pay wages while comparing to workload at McDonald’s.],Corporate Culture [I feel the company is concerned about my personal welfare and interests.],"Corporate Culture [I am satisfied with McDonald’s benefits package, including vacation, sick leave, transportation allowance, etc.]",Management Systems [I feel supported by my supervising managers and not ignored],Management Systems [I have not experienced gender inequality at McDonald’s.],Management Systems [I feel supported by my supervising managers and not ignored.],Management Systems [],Management Systems [],Management Systems [],McDonalds restaurants have an appealing interior design.,McDonald‘s restaurants are a comfortable place to eat in.,Column 71,McDonald‘s restaurants are clean and well taken care of.,McDonald‘s employees give prompt services to customers.,McDonald‘s restaurants are a comfortable place to eat in.,McDonald‘s restaurants are a comfortable place to eat in.,Employees of McDonald‘s give customers personal ser,Corporate Cultur [I am encouraged to share my ideas and contribute to improving work processes.],Corporate Cultur [I have never experienced gender inequality at McDonald’s.],"Corporate Culture [creed, region, and religion.]",Management Systems [McDonald’s.],Management Systems [I feel supported by my supervising managers and not ignored],Management Systems [Row 2],Pay and Benefits [shifts.],,Work Environment [I can put McDonald’s on Higher ranking regarding the safety and security of staff while working at McDonald's.],,,I always feel free and comfortable to convey my innovative ideas to the seniors and to get those ideas implemented in the work norms to enhance the performance of McDonald’s.,I feel very happy regarding pay wages compared to workload. ,"I believe that everyone on the staff is treated equally at McDonald’s irrespective of their cast, creed, region, and religion. ",I can put McDonald’s on Higher ranking regarding the safety and security of staff while working at McDonald’s.,My workplace is the best example of work–life balance. ,,,McDonalds restaurants have an appealing interior design.
11/18/2025 16:42:59,Employee McDonald’s,Female,36-55,Diploma,less than 1 year,full-time,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/18/2025 17:27:11,Employee McDonald’s,Female,18-25,Diploma,1-3 years,full-time,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11/19/2025 10:49:50,Employee McDonald’s,Male,26-35,Secondary School,4-5 years,full-time,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,3,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11/19/2025 10:51:12,Employee McDonald’s,Male,18-25,Bachelor's Degree,less than 1 year,part-time,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,5,5,5,,,,
11/19/2025 10:51:35,Employee McDonald’s,Female,36-55,Bachelor's Degree,more than 5 years,full-time,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11/19/2025 10:52:53,Employee McDonald’s,Female,26-35,Bachelor's Degree,1-3 years,full-time,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11/19/2025 11:54:32,Employee McDonald’s,Female,18-25,Secondary School,less than 1 year,part-time,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11/19/2025 16:43:34,Employee McDonald’s,Female,26-35,Bachelor's Degree,1-3 years,full-time,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11/20/2025 0:20:34,Employee McDonald’s,Female,26-35,Postgraduate,less than 1 year,part-time,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
11/21/2025 17:38:07,Employee McDonald’s,Female,26-35,Diploma,1-3 years,full-time,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:38:37,Employee McDonald’s,Female,26-35,Secondary School,1-3 years,full-time,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:38:58,Employee McDonald’s,Female,18-25,Bachelor's Degree,1-3 years,full-time,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:39:30,Employee McDonald’s,Male,36-55,Secondary School,4-5 years,full-time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:40:00,Employee McDonald’s,Female,26-35,Secondary School,1-3 years,full-time,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11/21/2025 17:41:41,Employee McDonald’s,Male,26-35,Secondary School,more than 5 years,part-time,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11/21/2025 17:42:00,Employee McDonald’s,Male,26-35,Diploma,4-5 years,part-time,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11/21/2025 17:42:58,Employee McDonald’s,Male,26-35,Diploma,1-3 years,part-time,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11/21/2025 17:48:24,Employee McDonald’s,Female,26-35,Secondary School,4-5 years,full-time,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
11/21/2025 17:49:33,Employee McDonald’s,Female,26-35,Bachelor's Degree,4-5 years,full-time,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:51:26,Employee McDonald’s,Female,26-35,Diploma,less than 1 year,full-time,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
11/21/2025 17:51:56,Employee McDonald’s,Female,26-35,Diploma,1-3 years,full-time,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:52:14,Employee McDonald’s,Male,36-55,Secondary School,1-3 years,full-time,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:53:36,Employee McDonald’s,Male,26-35,Secondary School,1-3 years,part-time,Neutral,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:54:02,Employee McDonald’s,Female,26-35,Secondary School,4-5 years,part-time,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:54:28,Employee McDonald’s,Female,26-35,Diploma,more than 5 years,part-time,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11/21/2025 17:55:15,Employee McDonald’s,Female,26-35,Secondary School,1-3 years,part-time,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:56:48,Employee McDonald’s,Female,26-35,Secondary School,1-3 years,part-time,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11/21/2025 17:57:29,Employee McDonald’s,Male,26-35,Bachelor's Degree,4-5 years,part-time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 17:59:42,Employee McDonald’s,Male,26-35,Secondary School,4-5 years,full-time,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 18:00:04,Employee McDonald’s,Female,26-35,Postgraduate,1-3 years,full-time,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
11/21/2025 18:03:08,Customer McDonald’s,,,,,,,,,,,,,,,,,,,,,,Female,26-35,Working professional,Diploma,A few times a week,3,3,3,4,3,3,3,3,2,3,3,4,5,4,5,5,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
11/21/2025 18:04:01,Customer McDonald’s,,,,,,,,,,,,,,,,,,,,,,Female,26-35,Working professional,Diploma,A few times a month,2,2,4,3,3,4,3,3,3,3,2,4,4,5,3,4,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
